범죄별,검거단서별,2016 년,2017 년,2018 년,2019 년,2020 년
직무유기,발자국,0,0,0,0,0
직무유기,검사지휘,5,3,3,7,6
직무유기,타기관에서 이송,0,0,0,0,0
직무유기,범행도구등 발견,0,0,0,0,0
직무유기,장물,0,0,0,0,0
직무유기,전과조회,0,0,0,0,0
직무유기,기타,318,389,398,332,266
직권남용,현행범,1,0,0,0,1
직권남용,피해자신고,5,5,3,10,8
직권남용,고소,248,264,276,304,288
직권남용,고발,21,36,64,92,92
직권남용,자수,0,0,0,0,1
직권남용,민간체포,1,0,0,0,0
직권남용,진정투서,6,8,11,6,27
직권남용,타인신고,1,0,1,1,8
직권남용,신문,0,0,0,11,0
직권남용,불심검문,0,0,0,0,0
직권남용,탐문정보,16,25,82,87,19
직권남용,안면식별,0,0,0,0,0
직권남용,감식자료,0,0,0,0,0
직권남용,변사체,0,0,0,0,0
직권남용,범죄수법,0,0,0,0,0
직권남용,발자국,0,0,0,0,0
직권남용,검사지휘,0,6,8,13,5
직권남용,타기관에서 이송,2,0,2,2,1
직권남용,범행도구등 발견,0,0,0,0,0
직권남용,장물,0,0,0,0,0
직권남용,전과조회,0,0,0,0,0
직권남용,기타,353,457,508,529,435
수뢰,현행범,6,9,0,0,1
수뢰,피해자신고,1,0,3,3,2
수뢰,고소,13,22,28,23,26
수뢰,고발,36,25,57,45,49
수뢰,자수,1,1,1,2,1
수뢰,민간체포,0,0,0,1,0
수뢰,진정투서,11,18,25,21,37
수뢰,타인신고,2,3,4,9,12
수뢰,신문,1,6,1,1,0
수뢰,불심검문,0,0,0,0,0
수뢰,탐문정보,129,146,114,71,62
수뢰,안면식별,0,0,0,0,0
수뢰,감식자료,0,0,0,0,0
수뢰,변사체,0,0,0,0,0
수뢰,범죄수법,7,0,0,0,0
수뢰,발자국,0,0,0,0,0
수뢰,검사지휘,3,12,1,8,3
수뢰,타기관에서 이송,3,5,4,2,5
수뢰,범행도구등 발견,0,0,0,0,0
수뢰,장물,0,0,0,0,0
수뢰,전과조회,0,0,0,0,0
수뢰,기타,371,437,415,287,182
증뢰,현행범,12,8,2,0,3
증뢰,피해자신고,0,1,1,1,1
증뢰,고소,4,5,0,4,4
증뢰,고발,7,12,8,8,10
증뢰,자수,2,0,0,0,0
증뢰,민간체포,0,0,0,0,0
증뢰,진정투서,4,4,4,1,4
증뢰,타인신고,2,0,0,0,0
증뢰,신문,2,3,3,1,0
증뢰,불심검문,0,1,0,1,0
증뢰,탐문정보,50,49,23,16,12
증뢰,안면식별,0,0,0,0,0
증뢰,감식자료,0,0,0,0,0
증뢰,변사체,0,0,0,0,0
증뢰,범죄수법,6,0,0,0,0
증뢰,발자국,0,0,0,0,0
증뢰,검사지휘,2,4,0,0,0
증뢰,타기관에서 이송,1,0,5,1,2
증뢰,범행도구등 발견,0,0,0,0,0
증뢰,장물,0,0,0,0,0
증뢰,전과조회,0,0,0,0,0
증뢰,기타,245,279,184,136,76
풍속범죄,현행범,2034,1773,1246,1153,852
풍속범죄,피해자신고,1111,1325,1149,1412,1366
풍속범죄,고소,201,202,257,218,157
풍속범죄,고발,37,61,96,147,121
풍속범죄,자수,58,45,27,41,45
풍속범죄,민간체포,6,6,1,4,3
풍속범죄,진정투서,237,273,118,146,194
풍속범죄,타인신고,2403,2301,2110,2323,2126
풍속범죄,신문,6,5,3,2,3
풍속범죄,불심검문,32,28,18,19,12
풍속범죄,탐문정보,5300,2381,1374,2611,2891
풍속범죄,안면식별,4,1,0,0,1
풍속범죄,감식자료,0,2,2,0,1
풍속범죄,변사체,5,3,1,1,1
풍속범죄,범죄수법,3,6,4,1,1
풍속범죄,발자국,0,0,0,0,0
풍속범죄,검사지휘,28,24,24,26,21
풍속범죄,타기관에서 이송,25,18,20,34,30
풍속범죄,범행도구등 발견,5,1,0,2,9
풍속범죄,장물,0,0,0,0,0
풍속범죄,전과조회,2,0,0,0,1
풍속범죄,기타,3506,2953,1864,2426,2257
도박과복표,현행범,1451,1065,810,733,562
도박과복표,피해자신고,185,142,118,203,172
도박과복표,고소,26,22,21,17,32
도박과복표,고발,24,41,67,71,107
도박과복표,자수,55,43,22,38,44
도박과복표,민간체포,2,0,0,0,0
도박과복표,진정투서,226,263,108,130,179
도박과복표,타인신고,2079,1836,1670,1778,1663
도박과복표,신문,6,3,3,1,1
도박과복표,불심검문,22,16,12,13,7
도박과복표,탐문정보,5222,2307,1317,2547,2844
도박과복표,안면식별,0,0,0,0,0
도박과복표,감식자료,0,0,0,0,0
도박과복표,변사체,2,0,0,0,0
도박과복표,범죄수법,2,1,0,0,0
도박과복표,발자국,0,0,0,0,0
도박과복표,검사지휘,28,23,21,23,16
도박과복표,타기관에서 이송,24,16,19,34,30
도박과복표,범행도구등 발견,5,1,0,2,9
도박과복표,장물,0,0,0,0,0
도박과복표,전과조회,2,0,0,0,0
도박과복표,기타,3433,2863,1755,2316,2154
신앙,현행범,15,14,12,7,3
신앙,피해자신고,27,26,22,19,23
신앙,고소,159,167,216,183,97
신앙,고발,3,12,23,75,12
신앙,자수,2,1,1,1,1
신앙,민간체포,0,0,0,0,0
신앙,진정투서,4,8,5,5,8
신앙,타인신고,3,8,13,10,4
신앙,신문,0,1,0,0,0
신앙,불심검문,0,0,0,0,0
신앙,탐문정보,6,1,7,1,2
신앙,안면식별,0,0,0,0,0
신앙,감식자료,0,0,0,0,0
신앙,변사체,3,3,1,0,1
신앙,범죄수법,0,0,0,0,0
신앙,발자국,0,0,0,0,0
신앙,검사지휘,0,0,2,2,4
신앙,타기관에서 이송,0,1,0,0,0
신앙,범행도구등 발견,0,0,0,0,0
신앙,장물,0,0,0,0,0
신앙,전과조회,0,0,0,0,0
신앙,기타,9,17,20,19,8
기타음란행위,현행범,568,694,424,413,287
기타음란행위,피해자신고,899,1157,1009,1190,1171
기타음란행위,고소,16,13,20,18,28
기타음란행위,고발,10,8,6,1,2
기타음란행위,자수,1,1,4,2,0
기타음란행위,민간체포,4,6,1,4,3
기타음란행위,진정투서,7,2,5,11,7
기타음란행위,타인신고,321,457,427,535,459
기타음란행위,신문,0,1,0,1,2
기타음란행위,불심검문,10,12,6,6,5
기타음란행위,탐문정보,72,73,50,63,45
기타음란행위,안면식별,4,1,0,0,1
기타음란행위,감식자료,0,2,2,0,1
기타음란행위,변사체,0,0,0,1,0
기타음란행위,범죄수법,1,5,4,1,1
기타음란행위,발자국,0,0,0,0,0
기타음란행위,검사지휘,0,1,1,1,1
기타음란행위,타기관에서 이송,1,1,1,0,0
기타음란행위,범행도구등 발견,0,0,0,0,0
기타음란행위,장물,0,0,0,0,0
기타음란행위,전과조회,0,0,0,0,1
기타음란행위,기타,64,73,89,91,95
과실범죄,현행범,162,148,119,96,68
과실범죄,피해자신고,2060,2346,2473,2580,2394
과실범죄,고소,1884,1995,2266,2273,2303
과실범죄,고발,16,28,30,41,40
과실범죄,자수,46,44,31,46,36
과실범죄,민간체포,0,0,0,0,0
과실범죄,진정투서,230,241,237,252,236
과실범죄,타인신고,1284,1437,1444,1555,1534
과실범죄,신문,18,10,3,6,2
과실범죄,불심검문,3,7,3,1,1
과실범죄,탐문정보,129,143,143,182,178
과실범죄,안면식별,0,1,1,0,0
과실범죄,감식자료,28,25,19,21,20
과실범죄,변사체,360,378,388,308,265
과실범죄,범죄수법,0,0,1,0,0
과실범죄,발자국,0,0,0,0,0
과실범죄,검사지휘,17,21,19,25,35
과실범죄,타기관에서 이송,4,6,15,12,9
과실범죄,범행도구등 발견,1,3,2,2,2
과실범죄,장물,0,0,0,0,0
과실범죄,전과조회,0,0,1,0,0
과실범죄,기타,670,717,735,802,716
과실치사상,현행범,114,107,86,64,42
과실치사상,피해자신고,881,1051,1110,1276,1141
과실치사상,고소,690,790,910,967,886
과실치사상,고발,3,4,2,3,7
과실치사상,자수,0,5,3,4,4
과실치사상,민간체포,0,0,0,0,0
과실치사상,진정투서,136,127,124,136,137
과실치사상,타인신고,59,84,100,108,120
과실치사상,신문,1,0,0,1,0
과실치사상,불심검문,0,1,1,0,0
과실치사상,탐문정보,19,23,26,40,42
과실치사상,안면식별,0,0,0,0,0
과실치사상,감식자료,0,0,1,1,0
과실치사상,변사체,9,11,14,11,9
과실치사상,범죄수법,0,0,1,0,0
과실치사상,발자국,0,0,0,0,0
과실치사상,검사지휘,2,5,7,5,12
과실치사상,타기관에서 이송,0,1,4,1,2
과실치사상,범행도구등 발견,0,0,0,0,0
과실치사상,장물,0,0,0,0,0
과실치사상,전과조회,0,0,0,0,0
과실치사상,기타,74,79,82,89,106
업무상과실치사상,현행범,5,5,4,5,4
업무상과실치사상,피해자신고,522,524,524,570,529
업무상과실치사상,고소,1176,1179,1329,1295,1400
업무상과실치사상,고발,13,24,27,33,31
업무상과실치사상,자수,22,15,14,12,14
업무상과실치사상,민간체포,0,0,0,0,0
업무상과실치사상,진정투서,93,110,109,111,98
업무상과실치사상,타인신고,592,646,607,704,661
업무상과실치사상,신문,8,7,2,3,1
업무상과실치사상,불심검문,1,2,1,0,1
업무상과실치사상,탐문정보,48,37,40,61,35
업무상과실치사상,안면식별,0,0,0,0,0
업무상과실치사상,감식자료,0,0,2,0,0
업무상과실치사상,변사체,351,366,374,295,256
업무상과실치사상,범죄수법,0,0,0,0,0
업무상과실치사상,발자국,0,0,0,0,0
업무상과실치사상,검사지휘,15,16,11,20,23
업무상과실치사상,타기관에서 이송,3,4,6,8,4
업무상과실치사상,범행도구등 발견,0,0,0,0,0
업무상과실치사상,장물,0,0,0,0,0
업무상과실치사상,전과조회,0,0,0,0,0
업무상과실치사상,기타,406,435,430,486,403
실화,현행범,43,36,29,27,22
실화,피해자신고,657,771,839,734,724
실화,고소,18,26,27,11,17
실화,고발,0,0,1,5,2
실화,자수,24,24,14,30,18
실화,민간체포,0,0,0,0,0
실화,진정투서,1,4,4,5,1
실화,타인신고,633,707,737,743,753
실화,신문,9,3,1,2,1
실화,불심검문,2,4,1,1,0
실화,탐문정보,62,83,77,81,101
실화,안면식별,0,1,1,0,0
실화,감식자료,28,25,16,20,20
실화,변사체,0,1,0,2,0
실화,범죄수법,0,0,0,0,0
실화,발자국,0,0,0,0,0
실화,검사지휘,0,0,1,0,0
실화,타기관에서 이송,1,1,5,3,3
실화,범행도구등 발견,1,3,2,2,2
실화,장물,0,0,0,0,0
실화,전과조회,0,0,1,0,0
실화,기타,190,203,223,227,207
기타형법범죄,현행범,27710,24130,21584,19808,17136
기타형법범죄,피해자신고,13378,13377,15165,18434,19898
기타형법범죄,고소,36395,36741,40298,40526,38324
기타형법범죄,고발,560,554,666,833,872
기타형법범죄,자수,49,54,49,60,62
기타형법범죄,민간체포,12,5,8,9,7
기타형법범죄,진정투서,838,784,721,624,733
기타형법범죄,타인신고,1057,987,1311,1295,1372
기타형법범죄,신문,48,68,73,63,30
기타형법범죄,불심검문,101,69,43,29,24
기타형법범죄,탐문정보,1754,1218,1536,1481,984
기타형법범죄,안면식별,20,1,5,5,4
기타형법범죄,감식자료,16,8,12,12,7
기타형법범죄,변사체,4,7,10,7,10
기타형법범죄,범죄수법,6,5,6,1,6
기타형법범죄,발자국,2,0,1,1,0
기타형법범죄,검사지휘,200,204,300,366,456
기타형법범죄,타기관에서 이송,21,14,30,26,30
기타형법범죄,범행도구등 발견,3,5,4,3,0
기타형법범죄,장물,1,2,0,0,0
기타형법범죄,전과조회,1,2,5,2,1
기타형법범죄,기타,7416,6844,6150,5762,5359
명예,현행범,2533,1982,1452,1223,736
명예,피해자신고,1245,1239,1385,1573,1504
명예,고소,18153,16496,18168,19273,19298
명예,고발,56,59,112,97,80
명예,자수,1,3,0,2,11
명예,민간체포,0,0,0,1,0
명예,진정투서,347,347,314,269,235
명예,타인신고,138,127,148,169,112
명예,신문,0,1,5,12,4
명예,불심검문,15,11,3,2,0
명예,탐문정보,84,71,80,76,78
명예,안면식별,0,0,0,0,0
명예,감식자료,0,2,0,0,0
명예,변사체,0,0,0,0,0
명예,범죄수법,0,0,0,0,0
명예,발자국,0,0,0,0,0
명예,검사지휘,55,58,98,148,168
명예,타기관에서 이송,7,3,3,4,7
명예,범행도구등 발견,2,0,0,0,0
명예,장물,0,0,0,0,0
명예,전과조회,0,0,0,0,0
명예,기타,857,832,948,899,979
권리행사방해,현행범,19,15,9,9,8
권리행사방해,피해자신고,193,202,192,230,248
권리행사방해,고소,6940,9201,10181,9002,6408
권리행사방해,고발,46,57,50,68,56
권리행사방해,자수,4,2,2,6,3
권리행사방해,민간체포,0,0,0,0,0
권리행사방해,진정투서,40,38,35,27,28
권리행사방해,타인신고,15,15,13,25,17
권리행사방해,신문,0,1,6,2,1
권리행사방해,불심검문,9,11,14,7,2
권리행사방해,탐문정보,91,53,47,43,30
권리행사방해,안면식별,0,0,0,0,0
권리행사방해,감식자료,1,0,0,0,0
권리행사방해,변사체,0,0,3,0,2
권리행사방해,범죄수법,0,0,0,0,0
권리행사방해,발자국,0,0,0,0,0
권리행사방해,검사지휘,27,25,45,49,60
권리행사방해,타기관에서 이송,1,1,5,5,3
권리행사방해,범행도구등 발견,0,0,1,0,0
권리행사방해,장물,0,0,0,0,0
권리행사방해,전과조회,0,0,1,1,0
권리행사방해,기타,284,395,393,422,306
신용업무경매,현행범,10906,9908,9033,7816,6348
신용업무경매,피해자신고,6210,6190,7065,8084,8656
신용업무경매,고소,4011,3857,4126,4340,4506
신용업무경매,고발,154,165,183,270,313
신용업무경매,자수,8,6,5,6,10
신용업무경매,민간체포,0,0,2,1,0
신용업무경매,진정투서,198,178,179,157,205
신용업무경매,타인신고,145,162,228,243,273
신용업무경매,신문,2,7,3,2,3
신용업무경매,불심검문,6,5,1,1,4
신용업무경매,탐문정보,892,664,1039,245,362
신용업무경매,안면식별,0,0,1,0,2
신용업무경매,감식자료,0,1,0,0,0
신용업무경매,변사체,0,0,0,0,0
신용업무경매,범죄수법,0,0,0,0,0
신용업무경매,발자국,0,0,0,1,0
신용업무경매,검사지휘,26,35,45,54,62
신용업무경매,타기관에서 이송,6,2,11,7,9
신용업무경매,범행도구등 발견,1,1,0,0,0
신용업무경매,장물,1,0,0,0,0
신용업무경매,전과조회,0,0,2,1,0
신용업무경매,기타,1421,798,839,898,927
주거침입,현행범,2955,2660,2724,2942,2625
주거침입,피해자신고,3741,4093,4964,6610,7492
주거침입,고소,1498,1533,1716,1898,1998
주거침입,고발,32,19,33,32,51
주거침입,자수,11,9,12,20,17
주거침입,민간체포,11,5,4,7,5
주거침입,진정투서,82,107,106,85,153
주거침입,타인신고,123,129,182,222,250
주거침입,신문,3,3,4,2,3
주거침입,불심검문,10,4,1,3,4
주거침입,탐문정보,125,127,169,209,275
주거침입,안면식별,7,1,2,4,2
주거침입,감식자료,9,5,12,11,7
주거침입,변사체,0,0,1,0,1
주거침입,범죄수법,1,3,5,1,3
주거침입,발자국,2,0,1,0,0
주거침입,검사지휘,12,16,23,21,36
주거침입,타기관에서 이송,1,2,1,1,2
주거침입,범행도구등 발견,0,3,1,2,0
주거침입,장물,0,2,0,0,0
주거침입,전과조회,0,0,1,0,1
주거침입,기타,270,271,298,330,380
비밀침해,현행범,0,0,1,0,0
비밀침해,피해자신고,1,1,1,6,5
비밀침해,고소,55,54,60,79,83
비밀침해,고발,3,3,1,2,0
비밀침해,자수,0,0,0,0,0
비밀침해,민간체포,0,0,0,0,0
비밀침해,진정투서,2,1,1,0,1
비밀침해,타인신고,0,0,0,0,0
비밀침해,신문,0,0,0,0,0
비밀침해,불심검문,0,0,0,0,0
비밀침해,탐문정보,0,0,0,0,0
비밀침해,안면식별,0,0,0,0,0
비밀침해,감식자료,0,0,0,0,0
비밀침해,변사체,0,0,0,0,0
비밀침해,범죄수법,0,0,0,0,0
비밀침해,발자국,0,0,0,0,0
비밀침해,검사지휘,0,0,0,0,2
비밀침해,타기관에서 이송,0,0,0,0,0
비밀침해,범행도구등 발견,0,0,0,0,0
비밀침해,장물,0,0,0,0,0
비밀침해,전과조회,0,0,0,0,0
비밀침해,기타,8,10,5,7,13
유기,현행범,0,1,0,0,1
유기,피해자신고,25,28,17,18,15
유기,고소,30,44,60,48,54
유기,고발,8,5,14,14,12
유기,자수,3,14,13,1,10
유기,민간체포,0,0,0,0,0
유기,진정투서,4,2,5,6,8
유기,타인신고,35,27,33,26,21
유기,신문,0,1,0,1,0
유기,불심검문,0,0,0,0,0
유기,탐문정보,16,19,7,2,3
유기,안면식별,0,0,0,0,0
유기,감식자료,0,0,0,0,0
유기,변사체,3,5,4,7,6
유기,범죄수법,0,0,0,0,0
유기,발자국,0,0,0,0,0
유기,검사지휘,1,2,2,4,4
유기,타기관에서 이송,0,0,1,0,0
유기,범행도구등 발견,0,0,0,0,0
유기,장물,0,0,0,0,0
유기,전과조회,0,0,0,0,0
유기,기타,17,16,12,12,10
교통방해,현행범,199,140,104,77,77
교통방해,피해자신고,257,258,274,299,280
교통방해,고소,432,411,460,496,513
교통방해,고발,41,27,32,43,74
교통방해,자수,3,2,3,9,2
교통방해,민간체포,1,0,0,0,0
교통방해,진정투서,92,40,28,24,38
교통방해,타인신고,265,241,344,231,248
교통방해,신문,2,1,1,2,1
교통방해,불심검문,10,11,1,2,1
교통방해,탐문정보,155,10,11,4,5
교통방해,안면식별,10,0,0,0,0
교통방해,감식자료,3,0,0,1,0
교통방해,변사체,1,2,1,0,0
교통방해,범죄수법,0,0,0,0,0
교통방해,발자국,0,0,0,0,0
교통방해,검사지휘,2,3,4,5,5
교통방해,타기관에서 이송,1,1,1,2,0
교통방해,범행도구등 발견,0,0,0,0,0
교통방해,장물,0,0,0,0,0
교통방해,전과조회,0,1,0,0,0
교통방해,기타,565,167,111,108,138
공무방해,현행범,11058,9388,8228,7708,7317
공무방해,피해자신고,1639,1308,1220,1546,1621
공무방해,고소,648,551,509,485,443
공무방해,고발,114,116,135,174,157
공무방해,자수,10,6,6,7,6
공무방해,민간체포,0,0,2,0,1
공무방해,진정투서,37,33,20,33,32
공무방해,타인신고,309,265,327,353,420
공무방해,신문,5,3,1,12,0
공무방해,불심검문,41,19,19,13,9
공무방해,탐문정보,264,186,120,781,123
공무방해,안면식별,1,0,2,1,0
공무방해,감식자료,3,0,0,0,0
공무방해,변사체,0,0,0,0,0
공무방해,범죄수법,1,0,0,0,1
공무방해,발자국,0,0,0,0,0
공무방해,검사지휘,4,5,12,6,8
공무방해,타기관에서 이송,4,5,7,6,3
공무방해,범행도구등 발견,0,0,2,0,0
공무방해,장물,0,0,0,0,0
공무방해,전과조회,1,1,0,0,0
공무방해,기타,850,836,554,676,819
도주와범인은닉,현행범,13,8,12,14,11
도주와범인은닉,피해자신고,19,21,11,16,15
도주와범인은닉,고소,9,11,13,16,19
